event_id,customer_id,event_time,event_type,amount,currency,payment_method,failure_reason,attempt_count,successful_payments,failed_payments,customer_age_days,customer_lifetime_value,days_since_last_payment,checkout_duration_seconds,prior_recovery_rate,intervention,recovered,recovered_amount
EVT-008588,CUS-100284,2026-04-22T21:23:00+00:00,payment.failed,11278.52,INR,wallet,expired_method,1,2,1,691,70410.89,29.04,111.1,0.905,REMINDER,0,0
EVT-002457,CUS-100739,2026-04-22T21:25:00+00:00,payment.degraded,1529.86,INR,upi,systemic_degradation,0,3,5,1324,39340.18,60.5,748.3,0.577,RETRY,0,0
EVT-003465,CUS-100700,2026-04-22T21:41:00+00:00,payment.failed,3850.26,INR,upi,repeated_failure,2,0,2,105,151895.65,57.31,399.5,0.572,STOP,0,0
EVT-010594,CUS-100131,2026-04-22T21:51:00+00:00,payment.degraded,2684.24,INR,netbanking,systemic_degradation,0,5,4,53,195832.53,90.81,72.9,0.891,PAYMENT_LINK,1,2684.24
EVT-010856,CUS-100372,2026-04-22T22:05:00+00:00,checkout.abandoned,9083.98,INR,wallet,customer_abandonment,1,5,6,361,237317.87,92.66,12.6,0.934,STOP,0,0
EVT-011563,CUS-102117,2026-04-22T22:39:00+00:00,checkout.abandoned,1547.22,INR,wallet,customer_abandonment,0,2,2,840,138094.89,7.7,149.0,0.322,PAYMENT_LINK,0,0
EVT-003050,CUS-101655,2026-04-22T23:06:00+00:00,subscription.failed,767.32,INR,wallet,expired_method,1,0,2,831,221734.48,32.61,675.4,0.0,STOP,1,767.32
EVT-000276,CUS-101280,2026-04-22T23:11:00+00:00,payment.failed,3792.51,INR,card,insufficient_balance,1,0,2,1030,122633.45,70.04,380.7,0.0,STOP,0,0
EVT-010406,CUS-102474,2026-04-22T23:25:00+00:00,payment.failed,4006.96,INR,wallet,network_error,1,4,1,518,127015.25,48.75,537.4,0.102,ALTERNATIVE_METHOD,1,4006.96
EVT-000191,CUS-102878,2026-04-22T23:44:00+00:00,checkout.abandoned,5839.3,INR,wallet,customer_abandonment,1,0,4,173,74730.73,14.05,491.9,0.0,PAYMENT_LINK,0,0
EVT-007616,CUS-100764,2026-04-22T23:44:00+00:00,payment.failed,2473.48,INR,netbanking,expired_method,0,1,5,252,207442.15,21.74,487.3,0.382,WAIT,0,0
EVT-000244,CUS-101981,2026-04-23T01:00:00+00:00,invoice.overdue,4206.87,INR,wallet,invoice_delay,1,0,0,388,61791.96,49.28,573.9,0.0,WAIT,1,4206.87
EVT-001870,CUS-102758,2026-04-23T01:33:00+00:00,checkout.abandoned,2571.17,INR,upi,customer_abandonment,1,2,2,56,191471.43,43.37,471.5,0.59,RETRY,0,0
EVT-009738,CUS-100685,2026-04-23T01:40:00+00:00,checkout.abandoned,13038.53,INR,card,customer_abandonment,0,0,1,933,62879.38,30.36,377.5,0.36,PAYMENT_LINK,0,0
EVT-006022,CUS-101864,2026-04-23T02:01:00+00:00,payment.failed,5007.19,INR,netbanking,expired_method,0,1,1,1062,39352.11,81.5,259.0,0.648,HUMAN_REVIEW,0,0
EVT-006594,CUS-102101,2026-04-23T03:09:00+00:00,payment.degraded,10436.05,INR,netbanking,systemic_degradation,3,2,1,29,102197.16,63.85,55.6,0.024,PAYMENT_LINK,0,0
EVT-002215,CUS-102022,2026-04-23T03:30:00+00:00,payment.failed,1812.98,INR,upi,network_error,3,1,0,1242,75662.48,72.8,117.5,0.297,PAYMENT_LINK,1,1812.98
EVT-003598,CUS-101699,2026-04-23T03:30:00+00:00,payment.failed,9443.22,INR,netbanking,expired_method,2,2,6,703,107249.2,31.65,26.6,0.884,STOP,0,0
EVT-003962,CUS-100756,2026-04-23T03:52:00+00:00,payment.failed,1366.29,INR,wallet,network_error,0,2,6,1251,23816.27,111.38,212.3,0.027,REMINDER,0,0
EVT-001953,CUS-100431,2026-04-23T04:30:00+00:00,subscription.failed,1816.97,INR,upi,bank_decline,1,1,3,1046,231835.34,75.8,429.4,0.254,STOP,0,0
EVT-005544,CUS-102650,2026-04-23T06:55:00+00:00,payment.failed,1173.1,INR,upi,insufficient_balance,3,2,4,916,218822.91,115.32,382.1,0.61,STOP,0,0
EVT-003614,CUS-102858,2026-04-23T08:19:00+00:00,checkout.abandoned,4822.98,INR,upi,customer_abandonment,0,3,2,661,86809.79,7.5,213.3,0.523,RETRY,1,4822.98
EVT-008947,CUS-102414,2026-04-23T08:37:00+00:00,payment.failed,16600.79,INR,upi,expired_method,3,1,5,1392,214217.2,107.41,604.6,0.237,STOP,0,0
EVT-000842,CUS-101151,2026-04-23T08:42:00+00:00,checkout.abandoned,9624.75,INR,card,customer_abandonment,0,1,4,892,149073.56,53.01,525.0,0.514,STOP,0,0
EVT-005984,CUS-101350,2026-04-23T08:43:00+00:00,payment.failed,620.01,INR,wallet,bank_decline,0,2,2,554,55441.08,20.4,353.0,0.887,STOP,0,0
EVT-000353,CUS-100235,2026-04-23T09:00:00+00:00,checkout.abandoned,2715.62,INR,wallet,customer_abandonment,1,1,5,110,116186.72,111.73,674.2,0.239,STOP,0,0
EVT-006082,CUS-101580,2026-04-23T10:46:00+00:00,invoice.overdue,1509.34,INR,wallet,invoice_delay,0,2,1,96,40321.83,56.66,322.7,0.602,HUMAN_REVIEW,0,0
EVT-007356,CUS-102089,2026-04-23T11:51:00+00:00,checkout.abandoned,5117.18,INR,wallet,customer_abandonment,1,3,0,1062,163207.88,48.35,464.6,0.298,RETRY,1,5117.18
EVT-009901,CUS-102493,2026-04-23T12:10:00+00:00,checkout.abandoned,1367.65,INR,upi,customer_abandonment,1,5,4,218,125553.77,18.3,838.8,0.5,RETRY,0,0
EVT-010072,CUS-101361,2026-04-23T12:33:00+00:00,invoice.overdue,793.77,INR,wallet,invoice_delay,1,0,2,327,172958.86,79.05,478.7,0.383,WAIT,1,793.77
EVT-003339,CUS-101177,2026-04-23T12:57:00+00:00,subscription.failed,4130.04,INR,upi,bank_decline,1,2,3,358,208655.77,68.51,491.3,0.266,HUMAN_REVIEW,0,0
EVT-009025,CUS-101848,2026-04-23T12:58:00+00:00,invoice.overdue,9892.63,INR,upi,invoice_delay,0,0,2,1250,112656.25,112.69,660.8,0.0,RETRY,0,0
EVT-000488,CUS-100798,2026-04-23T13:03:00+00:00,subscription.failed,1140.62,INR,upi,expired_method,2,0,0,310,246774.15,67.87,241.0,0.0,STOP,0,0
EVT-004694,CUS-101692,2026-04-23T13:08:00+00:00,payment.failed,3837.02,INR,netbanking,expired_method,0,0,0,225,71433.16,88.85,869.2,0.0,STOP,1,3837.02
EVT-009418,CUS-100066,2026-04-23T14:31:00+00:00,payment.failed,5268.8,INR,wallet,bank_decline,2,1,3,401,68111.38,5.29,306.6,0.74,PAYMENT_LINK,0,0
EVT-005987,CUS-100666,2026-04-23T14:40:00+00:00,subscription.failed,5221.82,INR,netbanking,transient_failure,1,2,6,968,116930.7,87.52,193.8,0.945,PAYMENT_LINK,1,5221.82
EVT-011037,CUS-100582,2026-04-23T15:46:00+00:00,subscription.failed,1123.86,INR,card,expired_method,3,4,6,240,164562.61,65.69,774.2,0.569,STOP,0,0
EVT-008284,CUS-100129,2026-04-23T16:26:00+00:00,payment.failed,1596.65,INR,card,bank_decline,3,2,4,1167,173900.66,55.01,373.3,0.418,STOP,0,0
EVT-011771,CUS-100417,2026-04-23T16:42:00+00:00,subscription.failed,28722.06,INR,netbanking,expired_method,0,2,4,513,19155.82,74.17,427.7,0.103,PAYMENT_LINK,0,0
EVT-007561,CUS-101606,2026-04-23T16:45:00+00:00,payment.failed,14813.82,INR,wallet,repeated_failure,0,4,7,1200,230817.37,72.18,63.0,0.636,RETRY,0,0
EVT-006944,CUS-101763,2026-04-23T16:57:00+00:00,checkout.abandoned,3575.31,INR,card,customer_abandonment,0,2,5,1318,41113.12,69.63,579.6,0.381,RETRY,1,3575.31
EVT-010100,CUS-101048,2026-04-23T16:59:00+00:00,checkout.abandoned,1426.35,INR,card,customer_abandonment,0,1,3,1014,32175.55,35.82,624.1,0.401,REMINDER,1,1426.35
EVT-005589,CUS-100587,2026-04-23T17:03:00+00:00,payment.degraded,20883.64,INR,upi,systemic_degradation,2,2,4,556,139859.73,63.47,690.0,0.724,REMINDER,0,0
EVT-003925,CUS-101850,2026-04-23T17:31:00+00:00,subscription.failed,4346.47,INR,netbanking,insufficient_balance,2,4,6,1219,209647.99,98.15,251.5,0.677,RETRY,0,0
EVT-006804,CUS-101557,2026-04-23T17:31:00+00:00,checkout.abandoned,1378.62,INR,card,customer_abandonment,1,1,0,249,214894.1,15.4,532.0,0.54,STOP,0,0
EVT-011289,CUS-101547,2026-04-23T17:35:00+00:00,payment.failed,8087.28,INR,upi,transient_failure,3,1,3,720,227721.24,68.17,330.5,0.611,STOP,0,0
EVT-011810,CUS-101379,2026-04-23T17:58:00+00:00,payment.failed,7016.06,INR,upi,insufficient_balance,2,1,5,1026,54520.49,66.55,853.5,0.473,STOP,0,0
EVT-009367,CUS-102255,2026-04-23T18:01:00+00:00,subscription.failed,5233.78,INR,netbanking,insufficient_balance,0,3,2,622,169553.13,39.85,634.3,0.542,STOP,1,5233.78
EVT-007811,CUS-100067,2026-04-23T18:18:00+00:00,payment.failed,1571.77,INR,wallet,bank_decline,0,3,6,1264,55052.49,15.85,747.0,0.021,ALTERNATIVE_METHOD,0,0
EVT-005883,CUS-101194,2026-04-23T18:50:00+00:00,payment.failed,4613.92,INR,wallet,bank_decline,0,2,5,1374,168254.92,52.03,832.7,0.814,WAIT,0,0
EVT-008718,CUS-100118,2026-04-23T18:59:00+00:00,invoice.overdue,9933.98,INR,wallet,invoice_delay,1,1,1,1009,108045.06,31.15,197.6,0.263,REMINDER,0,0
EVT-007622,CUS-101759,2026-04-23T19:22:00+00:00,checkout.abandoned,9335.26,INR,card,customer_abandonment,0,0,3,1138,191525.81,55.49,60.5,0.0,WAIT,0,0
EVT-001655,CUS-101717,2026-04-23T19:35:00+00:00,payment.failed,1732.69,INR,upi,repeated_failure,1,0,1,175,40604.37,91.24,49.4,0.0,STOP,0,0
EVT-008945,CUS-100926,2026-04-23T20:50:00+00:00,payment.failed,610.37,INR,wallet,bank_decline,2,5,3,769,128218.56,12.88,306.1,0.226,PAYMENT_LINK,0,0
EVT-011362,CUS-101457,2026-04-23T20:51:00+00:00,invoice.overdue,7287.08,INR,netbanking,invoice_delay,2,0,1,1099,75398.54,90.22,134.7,0.0,STOP,0,0
EVT-007828,CUS-100143,2026-04-23T22:54:00+00:00,payment.failed,3348.47,INR,card,transient_failure,0,0,3,1270,186163.52,0.51,310.7,0.0,REMINDER,0,0
EVT-011080,CUS-100988,2026-04-23T23:00:00+00:00,checkout.abandoned,921.52,INR,netbanking,customer_abandonment,0,4,4,1320,85733.29,3.32,741.2,0.278,RETRY,1,921.52
EVT-011057,CUS-101423,2026-04-23T23:12:00+00:00,subscription.failed,508.28,INR,upi,insufficient_balance,0,6,2,1221,12570.15,0.98,609.7,0.626,PAYMENT_LINK,1,508.28
EVT-005686,CUS-102475,2026-04-23T23:22:00+00:00,checkout.abandoned,3284.94,INR,card,customer_abandonment,0,0,4,520,38762.77,20.16,75.0,0.0,WAIT,0,0
EVT-009029,CUS-100635,2026-04-23T23:31:00+00:00,payment.failed,11725.5,INR,netbanking,insufficient_balance,1,0,3,397,131273.87,98.2,387.4,0.3,PAYMENT_LINK,0,0
EVT-001562,CUS-100524,2026-04-23T23:38:00+00:00,payment.failed,1183.55,INR,upi,transient_failure,3,0,1,213,240604.57,84.28,610.5,0.555,STOP,0,0
EVT-011575,CUS-100650,2026-04-23T23:38:00+00:00,payment.degraded,9387.87,INR,wallet,systemic_degradation,0,1,5,1314,187182.11,66.16,336.3,0.679,RETRY,0,0
EVT-000984,CUS-101274,2026-04-24T01:34:00+00:00,payment.failed,14938.53,INR,card,repeated_failure,2,0,0,852,108178.09,75.11,89.7,0.0,STOP,0,0
EVT-003681,CUS-102065,2026-04-24T02:33:00+00:00,payment.failed,1963.14,INR,wallet,transient_failure,2,2,1,411,154032.94,90.12,138.7,0.088,WAIT,1,1963.14
EVT-004359,CUS-102106,2026-04-24T02:58:00+00:00,subscription.failed,3931.57,INR,netbanking,expired_method,2,1,4,444,172294.09,118.64,671.6,0.939,STOP,0,0
EVT-001177,CUS-102808,2026-04-24T03:08:00+00:00,payment.failed,1844.63,INR,wallet,repeated_failure,1,0,0,93,230716.59,57.09,280.3,0.0,ALTERNATIVE_METHOD,0,0
EVT-010378,CUS-101769,2026-04-24T03:51:00+00:00,payment.failed,5752.82,INR,wallet,transient_failure,2,2,5,813,35645.34,19.15,122.6,0.49,ALTERNATIVE_METHOD,1,5752.82
EVT-004160,CUS-100593,2026-04-24T04:22:00+00:00,payment.failed,3703.09,INR,wallet,network_error,0,1,2,173,87799.05,60.93,830.9,0.619,HUMAN_REVIEW,1,3703.09
EVT-006505,CUS-100521,2026-04-24T04:27:00+00:00,checkout.abandoned,3087.25,INR,card,customer_abandonment,0,0,2,1291,94102.58,95.18,757.0,0.0,RETRY,0,0
EVT-000806,CUS-102831,2026-04-24T05:09:00+00:00,payment.failed,8319.01,INR,wallet,transient_failure,3,0,1,139,9760.92,80.23,705.1,0.0,PAYMENT_LINK,0,0
EVT-005107,CUS-102803,2026-04-24T06:10:00+00:00,payment.failed,8786.49,INR,netbanking,insufficient_balance,0,1,3,537,191653.2,62.17,807.4,0.598,REMINDER,0,0
EVT-009043,CUS-100078,2026-04-24T06:29:00+00:00,invoice.overdue,4169.23,INR,upi,invoice_delay,0,5,1,1183,146515.1,77.74,278.3,0.753,RETRY,0,0
EVT-006555,CUS-100488,2026-04-24T06:46:00+00:00,checkout.abandoned,2467.17,INR,netbanking,customer_abandonment,1,2,2,1169,9470.06,81.03,602.6,0.631,HUMAN_REVIEW,0,0
EVT-001441,CUS-102908,2026-04-24T06:53:00+00:00,payment.failed,3526.49,INR,netbanking,repeated_failure,3,0,3,144,161915.95,26.83,458.8,0.0,STOP,0,0
EVT-009456,CUS-100560,2026-04-24T07:44:00+00:00,subscription.failed,1193.62,INR,upi,insufficient_balance,3,0,4,565,91138.69,117.6,693.6,0.017,STOP,0,0
EVT-004926,CUS-102138,2026-04-24T07:53:00+00:00,payment.failed,9970.09,INR,wallet,bank_decline,1,3,0,470,61162.52,99.92,28.5,0.644,ALTERNATIVE_METHOD,0,0
EVT-006712,CUS-102191,2026-04-24T09:08:00+00:00,payment.failed,863.3,INR,upi,bank_decline,0,6,1,507,226482.15,22.62,488.8,0.678,PAYMENT_LINK,1,863.3
EVT-003301,CUS-102596,2026-04-24T09:14:00+00:00,checkout.abandoned,7531.43,INR,upi,customer_abandonment,0,0,1,193,78486.57,18.41,189.7,0.82,REMINDER,0,0
EVT-010164,CUS-101982,2026-04-24T09:24:00+00:00,payment.failed,1761.6,INR,wallet,repeated_failure,1,3,1,594,144041.5,84.96,117.6,0.561,WAIT,1,1761.6
EVT-004800,CUS-101459,2026-04-24T11:36:00+00:00,payment.failed,4678.72,INR,card,network_error,0,3,5,1199,245181.17,91.13,665.3,0.398,REMINDER,0,0
EVT-010081,CUS-101791,2026-04-24T11:45:00+00:00,checkout.abandoned,2226.1,INR,upi,customer_abandonment,0,1,2,1140,195247.97,98.57,462.8,0.083,WAIT,1,2226.1
EVT-002264,CUS-101209,2026-04-24T12:16:00+00:00,payment.failed,4922.76,INR,wallet,bank_decline,1,1,4,1060,107448.8,112.72,837.8,0.101,STOP,0,0
EVT-005602,CUS-102726,2026-04-24T12:47:00+00:00,payment.failed,5935.54,INR,wallet,transient_failure,1,1,2,307,88932.93,37.23,793.2,0.344,REMINDER,0,0
EVT-001614,CUS-102882,2026-04-24T13:00:00+00:00,payment.failed,807.32,INR,upi,network_error,0,0,4,293,49788.67,14.86,677.7,0.0,PAYMENT_LINK,0,0
EVT-007241,CUS-102782,2026-04-24T13:15:00+00:00,payment.degraded,3102.19,INR,upi,systemic_degradation,3,2,6,617,105229.4,26.26,898.0,0.142,STOP,0,0
EVT-008483,CUS-101407,2026-04-24T13:43:00+00:00,payment.degraded,7336.99,INR,upi,systemic_degradation,1,4,3,461,46405.32,39.68,65.7,0.394,ALTERNATIVE_METHOD,1,7336.99
EVT-004111,CUS-102785,2026-04-24T13:46:00+00:00,subscription.failed,4155.59,INR,upi,insufficient_balance,2,4,4,284,158162.41,117.93,340.6,0.096,HUMAN_REVIEW,1,4155.59
EVT-000447,CUS-102922,2026-04-24T14:05:00+00:00,checkout.abandoned,2117.41,INR,netbanking,customer_abandonment,1,0,0,844,25835.88,98.98,615.4,0.0,PAYMENT_LINK,0,0
EVT-004653,CUS-100223,2026-04-24T14:10:00+00:00,payment.failed,6369.2,INR,upi,insufficient_balance,2,0,2,1244,62647.77,101.63,323.9,0.0,STOP,0,0
EVT-004516,CUS-101959,2026-04-24T14:33:00+00:00,payment.failed,3034.1,INR,netbanking,repeated_failure,3,2,5,870,234243.65,42.69,874.0,0.889,STOP,0,0
EVT-010825,CUS-101507,2026-04-24T15:04:00+00:00,payment.failed,2286.17,INR,card,insufficient_balance,0,2,3,1287,229280.12,47.57,188.3,0.669,RETRY,0,0
EVT-009433,CUS-100912,2026-04-24T15:17:00+00:00,invoice.overdue,3428.25,INR,card,invoice_delay,0,1,3,312,214819.28,15.94,54.5,0.331,WAIT,0,0
EVT-003984,CUS-100309,2026-04-24T15:55:00+00:00,checkout.abandoned,4055.5,INR,card,customer_abandonment,0,3,5,686,137080.34,41.74,241.1,0.596,STOP,1,4055.5
EVT-008707,CUS-101159,2026-04-24T16:36:00+00:00,payment.failed,7733.24,INR,upi,insufficient_balance,1,5,6,1183,21784.21,75.45,832.5,0.911,REMINDER,1,7733.24
EVT-008861,CUS-101481,2026-04-24T16:50:00+00:00,payment.failed,3309.48,INR,netbanking,transient_failure,1,2,5,1382,127682.81,56.84,822.6,0.939,ALTERNATIVE_METHOD,1,3309.48
EVT-007179,CUS-102432,2026-04-24T17:30:00+00:00,invoice.overdue,6675.32,INR,netbanking,invoice_delay,0,0,3,699,64151.16,85.4,645.0,0.0,RETRY,0,0
EVT-002912,CUS-100620,2026-04-24T17:31:00+00:00,payment.failed,868.81,INR,netbanking,network_error,2,1,2,131,165789.78,81.74,99.6,0.315,PAYMENT_LINK,0,0
EVT-001050,CUS-100717,2026-04-24T17:33:00+00:00,invoice.overdue,5762.5,INR,netbanking,invoice_delay,3,1,3,872,224579.12,50.44,268.8,0.449,STOP,0,0
EVT-001082,CUS-101709,2026-04-24T17:58:00+00:00,payment.failed,204.69,INR,netbanking,network_error,0,0,0,120,130165.95,77.88,123.6,0.0,RETRY,0,0
EVT-010886,CUS-101660,2026-04-24T18:32:00+00:00,payment.failed,4055.73,INR,card,repeated_failure,1,3,2,1165,142810.21,36.36,861.5,0.432,PAYMENT_LINK,0,0
EVT-011315,CUS-102387,2026-04-24T18:40:00+00:00,subscription.failed,1289.83,INR,upi,expired_method,1,4,2,738,72063.51,6.52,84.6,0.652,PAYMENT_LINK,1,1289.83
EVT-009145,CUS-101214,2026-04-24T18:49:00+00:00,subscription.failed,10086.2,INR,netbanking,insufficient_balance,1,2,5,1345,235274.07,43.3,200.8,0.316,REMINDER,1,10086.2
EVT-002326,CUS-101436,2026-04-24T18:50:00+00:00,checkout.abandoned,5723.74,INR,upi,customer_abandonment,1,2,4,1154,224214.08,110.8,120.4,0.263,RETRY,0,0
EVT-011859,CUS-101428,2026-04-24T19:48:00+00:00,checkout.abandoned,13995.44,INR,upi,customer_abandonment,1,0,3,705,51483.14,97.47,745.2,0.299,STOP,0,0
EVT-011584,CUS-101780,2026-04-24T20:05:00+00:00,checkout.abandoned,4437.96,INR,upi,customer_abandonment,0,3,6,746,95658.69,106.78,99.8,0.723,PAYMENT_LINK,0,0
EVT-007236,CUS-101167,2026-04-24T20:10:00+00:00,payment.degraded,2681.48,INR,card,systemic_degradation,1,3,7,856,230498.3,41.15,873.6,0.692,REMINDER,1,2681.48
EVT-001936,CUS-100737,2026-04-24T20:37:00+00:00,payment.failed,1980.51,INR,upi,transient_failure,3,0,1,1019,92509.04,16.66,134.4,0.0,REMINDER,0,0
EVT-009384,CUS-101777,2026-04-24T20:56:00+00:00,subscription.failed,3545.4,INR,wallet,insufficient_balance,2,0,0,1055,146236.7,20.55,691.6,0.0,STOP,0,0
EVT-011203,CUS-101119,2026-04-24T21:00:00+00:00,payment.failed,1688.06,INR,upi,insufficient_balance,1,3,7,887,196596.14,24.46,152.0,0.462,REMINDER,1,1688.06
EVT-001451,CUS-100443,2026-04-24T22:36:00+00:00,checkout.abandoned,4673.7,INR,wallet,customer_abandonment,0,0,0,1019,249128.01,72.85,581.7,0.0,PAYMENT_LINK,0,0
EVT-004538,CUS-102894,2026-04-24T23:34:00+00:00,payment.degraded,2979.07,INR,upi,systemic_degradation,2,0,3,89,248561.71,66.46,861.2,0.0,REMINDER,0,0
EVT-004700,CUS-101696,2026-04-25T00:05:00+00:00,payment.failed,14465.91,INR,card,transient_failure,3,1,4,91,237805.49,32.49,297.9,0.463,REMINDER,0,0
EVT-004330,CUS-102677,2026-04-25T01:01:00+00:00,checkout.abandoned,585.12,INR,upi,customer_abandonment,1,2,6,1269,40701.37,75.7,609.7,0.473,STOP,0,0
EVT-001937,CUS-102098,2026-04-25T01:22:00+00:00,payment.failed,5918.6,INR,card,repeated_failure,1,2,4,980,91421.64,109.05,561.5,0.033,STOP,0,0
EVT-008563,CUS-101082,2026-04-25T01:55:00+00:00,checkout.abandoned,2885.46,INR,netbanking,customer_abandonment,0,2,6,63,176514.65,29.19,479.3,0.404,REMINDER,0,0
EVT-005086,CUS-100668,2026-04-25T02:12:00+00:00,subscription.failed,3668.46,INR,card,transient_failure,0,0,3,134,227029.76,28.73,49.5,0.0,PAYMENT_LINK,0,0
EVT-004527,CUS-101490,2026-04-25T03:04:00+00:00,invoice.overdue,3314.04,INR,upi,invoice_delay,0,4,6,933,1757.17,88.6,745.8,0.839,HUMAN_REVIEW,1,3314.04
EVT-002856,CUS-100239,2026-04-25T03:41:00+00:00,payment.degraded,4464.11,INR,netbanking,systemic_degradation,2,2,0,544,192521.33,82.49,84.0,0.358,PAYMENT_LINK,1,4464.11
EVT-006433,CUS-100962,2026-04-25T04:09:00+00:00,checkout.abandoned,12646.39,INR,netbanking,customer_abandonment,0,6,2,722,42919.13,6.03,720.0,0.106,RETRY,1,12646.39
EVT-002231,CUS-101837,2026-04-25T04:45:00+00:00,subscription.failed,8299.42,INR,netbanking,transient_failure,3,1,3,495,235179.72,26.92,667.6,0.057,PAYMENT_LINK,1,8299.42
EVT-002960,CUS-101177,2026-04-25T05:14:00+00:00,payment.failed,14759.33,INR,upi,network_error,1,1,5,358,208655.77,118.55,240.7,0.721,REMINDER,1,14759.33
EVT-008646,CUS-100972,2026-04-25T05:17:00+00:00,payment.failed,1875.52,INR,card,network_error,1,3,7,200,187479.64,101.67,225.5,0.172,REMINDER,0,0
EVT-003135,CUS-100386,2026-04-25T05:19:00+00:00,invoice.overdue,1705.94,INR,upi,invoice_delay,0,1,3,889,225977.42,32.26,474.4,0.212,PAYMENT_LINK,0,0
EVT-004321,CUS-102829,2026-04-25T05:33:00+00:00,payment.failed,1162.35,INR,upi,transient_failure,2,0,2,882,85680.17,30.21,230.6,0.01,ALTERNATIVE_METHOD,0,0
EVT-011607,CUS-100009,2026-04-25T05:36:00+00:00,checkout.abandoned,5124.14,INR,wallet,customer_abandonment,1,3,5,552,206193.48,117.02,849.2,0.746,RETRY,0,0
EVT-008011,CUS-102460,2026-04-25T06:53:00+00:00,subscription.failed,927.7,INR,card,expired_method,2,1,2,349,74174.06,67.12,330.0,0.814,STOP,0,0
EVT-010819,CUS-102793,2026-04-25T07:25:00+00:00,checkout.abandoned,16634.0,INR,wallet,customer_abandonment,0,6,0,522,73661.36,41.05,763.5,0.481,STOP,1,16634.0
EVT-011259,CUS-101027,2026-04-25T07:32:00+00:00,checkout.abandoned,1581.45,INR,card,customer_abandonment,1,5,2,256,222953.75,117.33,461.8,0.581,ALTERNATIVE_METHOD,1,1581.45
EVT-008780,CUS-100461,2026-04-25T08:07:00+00:00,payment.failed,7012.52,INR,netbanking,network_error,3,2,5,134,59237.99,32.19,479.5,0.128,STOP,0,0
EVT-004080,CUS-102256,2026-04-25T09:11:00+00:00,payment.failed,1321.44,INR,card,network_error,2,1,3,759,248816.86,49.5,509.0,0.806,WAIT,0,0
EVT-009811,CUS-100995,2026-04-25T09:15:00+00:00,subscription.failed,2615.47,INR,netbanking,transient_failure,1,3,7,249,113210.33,54.98,544.9,0.166,RETRY,1,2615.47
EVT-008590,CUS-101877,2026-04-25T09:29:00+00:00,checkout.abandoned,2094.16,INR,card,customer_abandonment,1,1,2,467,182816.24,106.28,656.5,0.646,REMINDER,0,0
EVT-002191,CUS-102665,2026-04-25T09:48:00+00:00,payment.degraded,1238.63,INR,upi,systemic_degradation,0,1,0,971,70066.39,72.15,868.2,0.678,WAIT,1,1238.63
EVT-003386,CUS-102771,2026-04-25T10:19:00+00:00,payment.failed,2485.24,INR,netbanking,expired_method,1,1,3,1003,174495.9,37.09,745.7,0.572,STOP,0,0
EVT-010342,CUS-102405,2026-04-25T10:42:00+00:00,payment.failed,4319.48,INR,wallet,repeated_failure,1,3,1,770,8534.81,116.88,396.3,0.708,HUMAN_REVIEW,1,4319.48
EVT-007556,CUS-101126,2026-04-25T11:29:00+00:00,payment.degraded,4105.34,INR,wallet,systemic_degradation,3,1,4,1145,52641.02,113.75,206.7,0.282,PAYMENT_LINK,0,0
EVT-009840,CUS-100934,2026-04-25T11:39:00+00:00,payment.failed,3638.58,INR,wallet,insufficient_balance,1,3,1,348,207835.32,51.39,563.4,0.895,REMINDER,0,0
EVT-006879,CUS-102997,2026-04-25T11:43:00+00:00,checkout.abandoned,5417.09,INR,upi,customer_abandonment,1,1,5,497,92106.18,48.1,368.8,0.232,STOP,0,0
EVT-009054,CUS-102904,2026-04-25T12:29:00+00:00,payment.failed,8382.27,INR,wallet,bank_decline,3,2,1,261,178018.86,20.64,712.3,0.692,RETRY,0,0
EVT-001212,CUS-101725,2026-04-25T13:12:00+00:00,payment.failed,13677.49,INR,card,repeated_failure,2,0,0,202,81572.99,72.0,851.2,0.0,STOP,0,0
EVT-007596,CUS-100828,2026-04-25T14:37:00+00:00,checkout.abandoned,3150.75,INR,upi,customer_abandonment,0,3,6,551,199583.55,23.05,349.5,0.551,STOP,0,0
EVT-001896,CUS-101496,2026-04-25T14:38:00+00:00,payment.failed,2963.51,INR,wallet,repeated_failure,3,1,5,876,176871.23,65.46,478.2,0.144,STOP,0,0
EVT-004991,CUS-102061,2026-04-25T15:04:00+00:00,payment.failed,12138.27,INR,wallet,insufficient_balance,3,3,6,1249,128739.26,18.97,661.9,0.784,STOP,1,12138.27
EVT-006943,CUS-101430,2026-04-25T15:49:00+00:00,payment.failed,3279.08,INR,netbanking,transient_failure,3,3,7,1343,12665.44,56.81,430.7,0.77,REMINDER,0,0
EVT-011350,CUS-101836,2026-04-25T16:02:00+00:00,payment.failed,14350.9,INR,wallet,expired_method,1,3,1,1273,95073.53,48.47,147.9,0.699,REMINDER,1,14350.9
EVT-008429,CUS-101420,2026-04-25T16:14:00+00:00,payment.failed,4397.92,INR,netbanking,transient_failure,2,3,6,887,154007.24,109.1,128.5,0.199,WAIT,0,0
EVT-009975,CUS-101361,2026-04-25T16:38:00+00:00,invoice.overdue,15195.13,INR,card,invoice_delay,3,2,1,327,172958.86,34.16,284.2,0.702,PAYMENT_LINK,0,0
EVT-000958,CUS-101635,2026-04-25T17:00:00+00:00,subscription.failed,1911.89,INR,card,transient_failure,2,0,2,855,173253.96,52.72,449.6,0.0,HUMAN_REVIEW,0,0
